asn,name
3679,Skypoint Communications Inc.
3680,Micro Focus
3681,Florida International University
3685,State University of New York at Buffalo
3686,Innovative Logic Corp
3688,Hospital for Special Surgery
3695,SPM Telecom
3697,FoxMeyer Corporation
3699,Hype Enterprises
3700,Cloud 9 Internet Inc.
3701,University of Oregon
3704,isp.net
3705,U.S. Government Publishing Office
3706,Digital Express Group Inc.
3708,Pacific Biosciences of California Inc.
3709,City of San Antonio
3713,ICF International
3714,Kentucky Educational Computing Network
3715,The Boeing Company
3719,State of Connecticut Judicial Branch
3722,NetActuate Inc
3724,State of Alaska
3725,Sony Pictures Technologies Inc.
3727,Shrubbery Networks
3728,LightEdge Solutions
3730,Aquinas College
3734,Santa Clara County Office of Education
3736,The Rabbit Network Inc.
3737,PenTeleData Inc.
3738,State Street Bank and Trust Company
3742,Semaphore Corporation
3743,Cleveland Cliffs Steel LLC
3744,Consolidated Access & Networks Inc.
3745,NTT Data Services Holdings Corporation
3751,Phonak LLC
3754,NYSERNet
3755,NYSERNET3-AS
3756,NYSERNET3-AS
3761,Utopia
3762,Instinet
3763,Beld
3764,Jab Wireless Inc.
3766,Shared Services Canada
3769,Hearst Magazines Inc.
3770,Firstlight Fiber Inc.
3772,CETYS - Centro de Ensenanza Tecnica Y Superior
3776,Hawaii Online
3777,Haverford College
3778,Temple University
3779,Crisis Computer Corporation
3781,U.S. Department of the Interior
3782,Swarthmore College
3783,Allegheny Intermediate Unit
3785,SC Data Center Inc.
3789,Essentia Health East
3791,Ascension Technologies
3794,Texas A&M University
3795,Bryn Mawr College
3800,AS3800 LLC
3801,Mikrotec Internet Services
3804,Worldlinx Telecommunications Inc.
3805,Lamb & Company Inc.
3806,Sacramento County Office of Education
3807,University of Montana
3810,Volkswagen Group of America Inc.
3812,Fibernetics Corporation
3817,Freeside Communications Inc.
3826,Hilton Worldwide Holdings Inc
3828,Cirrus Logic Inc.
3830,Agis
3832,Cinenet Communications
3833,Wyoming.com
3834,Performance Technology Inc.
3838,Ubinet Wireless
3842,InMotion Hosting Inc.
3847,ENV
3848,Worldlinx Telecommunications Inc.
3850,OpenTV Inc
3851,Nevada System of Higher Education
3853,Whidbey Telephone Company
3855,Logic Communications Ltd
3856,Packet Clearing House Inc.
3858,Nebraska Public Power District
3901,M & A Properties LLC
3902,GlaxoSmithKline
3908,CenturyLink Communications LLC
3909,CenturyLink Communications LLC
3910,CenturyLink Communications LLC
3911,Micron Technology Inc.
3912,Checs
3914,Keystone Mercy Health Plan
3916,Joint Intelligence Center Pacific
3921,General Electric Company
3922,GXS
3923,Federal Aviation Administration
3924,Texas Attorney General
3925,ICOnetworks
3926,Fairfax County Dept of Information Technology
3930,Federal Energy Regulatory Commission
3931,Logical Net Corporation
3932,Information Logistics Inc
3933,Oregon Public Education Network
3935,Eastern Washington University
3938,NTT America Inc.
3939,NTT America Inc.
3943,Cisco Systems Inc.
3944,Partan & Partan
3949,NTT America Inc.
3952,Infinera Corporation
3954,DoD Network Information Center
3955,CompuCom Systems
3957,American Institute of Physics Incorporated
3958,Air Canada
3967,Nationstar Mortgage LLC
3975,Automated Medical Systems Consultants Inc.
3996,Florida Information Resource Network
3999,The Pennsylvania State University
4004,Orange Business Services (Formerly Equant) AS for UK
4010,Headquarters USAISC
4015,CenturyLink Communications LLC
4016,Lane County
4042,Vero Broadband
4043,Montana Internet Corporation
4046,Federal Aviation Administration
4050,Omninet Communications
4052,Rovi Corporation
4057,Mechant's Choice Payment Solutions
4059,Wagner Engineering
4063,Electro Scientific Industries
4130,University of Pittsburgh
4133,Bitwise Internet Technologies Inc.
4136,Quality Technology Services LLC
4138,Fal Networks
4145,United Parcel Service
4150,Supranet Communications Inc.
4151,USDA
4152,USDA-1
4155,USDA-1
4166,Navisite Opco LLC
4167,Connectsoft Commercial Network Services
4179,City of Los Angeles
4181,TDS Telecom
4182,MLSListings inc.
4184,Oracle Corporation
4185,AT&T Enterprises LLC
4186,AT&T Enterprises LLC
4188,Gilbarco Inc.
4190,Binghamton University
4193,State of Washington
4195,D. E. Shaw & Co. LP
4196,Wells Fargo & Company
4199,Canadian Imperial Bank of Commerce
4201,Oregon State University
4203,Together Foundation
4205,Canadian Imperial Bank of Commerce
4208,The Iserv Company LLC
4213,Krypt Technologies
4221,DoD Network Information Center
4224,The Calyx Institute
4226,Sumofiber
4229,Zenlayer Inc
4232,Adhesive Media Inc.
4237,DXC US Latin America Corporation
4241,California State Franchise Tax Board
4243,Wells Fargo & Company
4246,New Jersey Institute of Technology
4249,Eli Lilly and Company
4250,Alentus Corporation
4253,Robert Wood Johnson University Hospital
4255,Bain and Company
4258,Accretive Networks
4261,Intermart Inc.
4264,California Education and Research Federation Network
4268,California Education and Research Federation Network
4272,Metropolitan Data Networks
4277,The Sembler Company
4282,CenturyLink Communications LLC
4283,CenturyLink Communications LLC
4284,CenturyLink Communications LLC
4297,CenturyLink Communications LLC
4307,South Valley Internet
4308,Tezcatlipoca Inc.
4309,FMR LLC
4310,Seminole State College of Florida
4314,Vexus Fiber
4318,Freeport-McMoRan Inc.
4319,Cortland Electronics Corp.
4322,Electrobyte Technologies
4324,Whitehorse Communications Inc.
4327,Sacramento Network Access Inc.
4356,Epic Games Inc.
4358,Xnet Information Systems Inc.
4361,IDT Corporation
4363,World Ramp Inc.
4364,IgLou Internet Services
4366,General Electric - Corp. Info. MGMT.
4367,California Secretary of State
4370,Datalytics Inc
4373,Online Computer Library Center
4374,CKE Restaurants Holdings Inc.
4385,Rochester Institute of Technology
4390,Bell Atlantic Inc.
4393,Meredith Corp.
4445,Vodafone Americas
4451,1199SEIU National Benefit Funds
4452,ZCorum
4454,State of Tennessee
4459,KDDI America Inc.
4461,Blitz Product Development Corporation
4466,AT&T Enterprises LLC
4468,AT&T Enterprises LLC
4469,Matrox Central Services Inc.
4470,Citenet Telecom Inc.
4471,123.net Inc.
4472,Internet Oklahoma
4473,AT&T Enterprises LLC
4474,TCT West Inc.
4475,Huntington Travel
4476,British Columbia Institute of Technology
4497,Upsala Co-operative Telephone Association
4503,Grady Memorial Hospital
4505,WHDH-TV
4508,Neustyle
4509,Magma Communications Ltd.
4511,University of Miami
4514,Paradise Valley Unified School District
4517,Volant
4531,Nexsys Electronics Inc.
4539,Schweitzer Engineering Laboratories Inc.
4540,Sogetel Inc
4543,The New York Times Company
4544,Navisite Opco LLC
4546,S&P Global Inc.
4549,ESPN Inc.
4556,PacketFabric Inc.
4557,Rice University
4563,MUFG Bank Ltd.
4565,GTT
4566,Cyracom International Inc
4569,Ashton Systems Corporation
4574,Internet Doorway Inc.
4576,Michael & Susan Dell Foundation
4577,Wispoto LLC
4578,Network Center Inc.
4579,Guidewire Software Inc.
4581,Socket Holdings Corporation
4583,West Publishing Corporation
4595,2020 Communications LLC
4596,Bank of America National Association
4597,Millipore Corp.
4603,Quanta Computer Inc.
4604,Houston Independent School District
4867,CBOE
4868,Pioneer Hi-Bred International Inc.
4869,Central New Mexico Community College
4873,Eaton Corporation
4874,Uncommon Technology Incorporated
4877,G3 Telecom Corp.
4878,Nokia Technologies
4879,Asbury Park Press
4880,Lifeline Systems Company
4882,Aspect Software Inc.
4884,Tarrant County Hospital District
4886,Opinion Researchers L.L.C.
4887,Port of Corpus Christi Authority
4888,United States Postal Service Office of Inspector General
4889,United States Postal Service Office of Inspector General
4890,Richline Group Inc
4891,Port of Houston Authority of Harris County Texas
4892,Applied Systems Inc
4893,DRW Holdings LLC
4894,City of Anaheim
4895,Bloomip Inc.
4897,ECHO Labs LLC
4898,Opentable Inc.
4900,Montgomery County Hospital District
4901,The George Washington University
4902,Conservation International Foundation
4903,Any Presentations LLC
4905,Info 2 Extreme Inc.
4906,Frontline Communications
4911,CenturyLink Communications LLC
4912,Centier Bank
4913,Speedcast Communications Inc
4917,Amdocs Inc.
4920,Cyberports Inc.
4922,Shenandoah Cable Television LLC
4923,SCF
4925,Fiserv Solutions LLC
4927,Impulse Internet Services
4940,IAP World Service Inc
4954,Carroll County Government
4959,Corporate Communications Inc.
4965,Vision Bahn Corp
4966,Casella Waste System Inc
4970,Thrivent Financial for Lutherans
4972,United Parcel Service
4975,Computer Tech Services Inc.
4976,Florida Imports Inc
4977,Vencore Services and Solutions Inc.
4980,Whole Sale
4982,Jazzie Systems
4983,Intel Corporation
4985,Philadelphia Gas Works
4986,Interstar Network Services Inc.
4989,Rhythmone LLC
4991,Agis
4996,Citigroup Inc.
4997,Zayo Bandwidth
5006,Inteliquent Inc.
5008,Boldyn Networks Transit US LLC
5009,REV
5015,Shouting Ground Technologies
5022,Snapping Shoals Electric Membership Corporation
5026,Las Vegas Valley Water District
5033,Key Information Systems Inc.
5036,Whalley Computer Associates
5048,FIBERNET Corp.
5049,Morgan Stanley Group Inc.
5050,Pittsburgh Supercomputing Center
5052,DoD Network Information Center
5054,Realnetworks LLC
5055,Software Design Associates
5056,Aureon Network Services
5058,Navy Network Information Center (NNIC)
5062,Applied Microsystems Inc.
5063,Aristotelian Network Solutions Inc.
5064,Final Span LLC
5065,Bunny Communications
5067,Avalonbay Communities Inc.
5068,Stacks Inc
5069,Navisite Opco LLC
5071,Navigata Communications Limited
5073,HP Inc.
5076,Synoptek LLC
5078,Oklahoma Network for Education Enrichment and
5079,T-Mobile USA Inc.
5080,Aramco
5081,Clare Computer Solutions
5086,Innovative Data Services
5088,Fox Corporation
5090,Arkansas Tech University
5091,Stripe Inc.
5097,Investors Title Company
5098,Opus One Winery LLC
5101,The School District of Lee County
5106,WinPR Inc.
5108,City of Pasadena
5109,Uniti Fiber Holdings Inc.
5110,City of Vancouver
5111,IT.Canada
5112,Sidlinger Computer Corporation
5114,Knowledge Broker Inc.
5117,Inet Communications LLC
5118,Ninja-IX Corporation
5119,Altarum Institute
5132,DoD Network Information Center
5133,DoD Network Information Center
5180,DoD Network Information Center
5182,DoD Network Information Center
5237,DoD Network Information Center
5264,DoD Network Information Center
5306,DoD Network Information Center
5307,DoD Network Information Center
5329,DoD Network Information Center
5371,DoD Network Information Center
5374,DoD Network Information Center
5376,DoD Network Information Center
5632,Gordon College
5634,Milestone Research and Development Labs Inc.
5635,GlaxoSmithKline
5638,Brewer Science
5641,Universal Health Services
5642,Ashdown Technologies Inc.
5645,Teksavvy Solutions Inc.
5647,Eastman Kodak Company
5650,Frontier Communications of America Inc.
5653,University of California San Francisco
5655,Decade Communications Inc.
5656,ACCESSU.S./BASENET
5658,The Coca-Cola Company
5661,University of South Florida
5662,Turner Broadcasting System Inc.
5663,Department of Interior United States Geological Survey
5664,The Sheridan College Institute of Technology and Advanced Learning
5666,Speedcast Communications Inc
5669,GTT
5670,Vapor IO Inc.
5671,AT&T Enterprises LLC
5672,AT&T Enterprises LLC
5683,Mad City Broadband Inc.
5684,Gannett Company Inc.
5690,Vianet Inc.
5691,The Mitre Corporation
5693,Latisys-Irvine LLC
5694,Blue Cross Blue Shield Association
5696,Express Scripts Incorporated
5697,Navisite Opco LLC
5702,Galaxy Networks (Division of Kolacom Inc.)
5703,Tiger Management Coporation
5705,Columbia Community Credit Union
5706,PC Quote Inc.
5707,The University of Texas Health Science Center at Houston
5715,Inteliquent Inc.
5716,Cyber Access Internet Communications Inc.
5718,Cherryroad Technologies Inc.
5719,State University of New York at Stony Brook
5721,National Defense University
5723,Johns Hopkins University
5724,University of Massachusetts Medical School
5726,Interworld Communications Inc.
5728,AT&T Enterprises LLC
5733,Monroe County
5736,Velocity Networks Inc.
5738,Firstlight Fiber Inc.
5739,University of California Santa Cruz
5740,WorkForce Software LLC
5741,Epicor Software Corporation
5742,Consolidated Communications Inc.
5743,Port Metro Vancouver
5744,United States Patent and Trademark Office
5746,Celestar
5755,SIAM
5758,Alpha Enterprises Limited Inc.
5760,Biddeford Internet Corp
5761,Microsoft Corporation
5764,Convoke Communications Corp.
5766,Indian Health Service
5767,Infinity AccessNET
5769,Videotron Ltee
5773,BCN Telecom Inc.
5774,United States Postal Service
5776,World Web Limited
5777,Ribbon Communications Operating Company Inc.
5778,CenturyLink Communications LLC
5779,Oath Holdings Inc.
5783,Kern County Superintendent of Schools
5786,University of Puerto Rico
5787,Snap-on Business Solutions Inc.
5788,Vancouver Coastal Health
5790,Trilegiant Corporation
5831,DoD Network Information Center
5839,DoD Network Information Center
5842,DoD Network Information Center
5852,DoD Network Information Center
5860,DoD Network Information Center
5887,DoD Network Information Center
5927,DoD Network Information Center
5939,DoD Network Information Center
5957,DoD Network Information Center
5958,DoD Network Information Center
5969,DoD Network Information Center
5972,DoD Network Information Center
5974,DoD Network Information Center
5978,DoD Network Information Center
5980,DoD Network Information Center
5982,DoD Network Information Center
6002,DoD Network Information Center
6006,DoD Network Information Center
6009,DoD Network Information Center
6025,DoD Network Information Center
6026,DoD Network Information Center
6034,DoD Network Information Center
6035,DoD Network Information Center
6039,DoD Network Information Center
6040,DoD Network Information Center
6041,DoD Network Information Center
6042,DoD Network Information Center
6043,DoD Network Information Center
6056,Colby College
6058,Northwestel Inc.
6059,University System of Maryland
6061,O'Reilly Media Inc.
6062,Netplex
6069,Institute for Global Communications
6070,Futuris Networks Inc.
6071,Unisys Corporation
6072,Unisys Corporation
6074,Long Island University
6075,Lockheed Martin Corporation
6076,Corecomm Internet Services Inc
6077,Blue Cross Blue Shield of Nebraska
6079,RCN
6081,American Information Systems Inc.
6082,IPiFony Systems Inc.
6086,MagicNet Inc
6091,Inmar Inc.
6092,Harford Community College
6095,Novartis Institutes for Biomedical Research Inc.
6099,Alameda County Office of Education
6102,CBS Inc.
6103,The Manitowoc Company Inc
6105,Denver Water
6106,University of California Riverside
